Year,Units,display,age,Bundesland,Kreis,GeoCode,Value
2017,percentage (%),a) time series,0- to 2-year-olds,,burgenlandkreis,code15084,47.2
2018,percentage (%),a) time series,0- to 2-year-olds,,burgenlandkreis,code15084,48.1
2019,percentage (%),a) time series,0- to 2-year-olds,,burgenlandkreis,code15084,47.3
2012,percentage (%),a) time series,0- to 2-year-olds,,harz,code15085,39.5
2013,percentage (%),a) time series,0- to 2-year-olds,,harz,code15085,40.6
2014,percentage (%),a) time series,0- to 2-year-olds,,harz,code15085,49.5
2015,percentage (%),a) time series,0- to 2-year-olds,,harz,code15085,47.3
2016,percentage (%),a) time series,0- to 2-year-olds,,harz,code15085,46.3
2017,percentage (%),a) time series,0- to 2-year-olds,,harz,code15085,48.7
2018,percentage (%),a) time series,0- to 2-year-olds,,harz,code15085,48.7
2019,percentage (%),a) time series,0- to 2-year-olds,,harz,code15085,49.6
2012,percentage (%),a) time series,0- to 2-year-olds,,jerichower land,code15086,43.2
2013,percentage (%),a) time series,0- to 2-year-olds,,jerichower land,code15086,45.4
2014,percentage (%),a) time series,0- to 2-year-olds,,jerichower land,code15086,50.8
2015,percentage (%),a) time series,0- to 2-year-olds,,jerichower land,code15086,52.2
2016,percentage (%),a) time series,0- to 2-year-olds,,jerichower land,code15086,48.3
2017,percentage (%),a) time series,0- to 2-year-olds,,jerichower land,code15086,49.8
2018,percentage (%),a) time series,0- to 2-year-olds,,jerichower land,code15086,50.4
2019,percentage (%),a) time series,0- to 2-year-olds,,jerichower land,code15086,51.7
2012,percentage (%),a) time series,0- to 2-year-olds,,mansfeld-südharz,code15087,30.0
2013,percentage (%),a) time series,0- to 2-year-olds,,mansfeld-südharz,code15087,32.9
2014,percentage (%),a) time series,0- to 2-year-olds,,mansfeld-südharz,code15087,36.8
2015,percentage (%),a) time series,0- to 2-year-olds,,mansfeld-südharz,code15087,38.5
2016,percentage (%),a) time series,0- to 2-year-olds,,mansfeld-südharz,code15087,39.6
2017,percentage (%),a) time series,0- to 2-year-olds,,mansfeld-südharz,code15087,39.9
2018,percentage (%),a) time series,0- to 2-year-olds,,mansfeld-südharz,code15087,40.3
2019,percentage (%),a) time series,0- to 2-year-olds,,mansfeld-südharz,code15087,45.8
2012,percentage (%),a) time series,0- to 2-year-olds,,saalekreis,code15088,39.3
2013,percentage (%),a) time series,0- to 2-year-olds,,saalekreis,code15088,41.2
2014,percentage (%),a) time series,0- to 2-year-olds,,saalekreis,code15088,49.8
2015,percentage (%),a) time series,0- to 2-year-olds,,saalekreis,code15088,47.4
2016,percentage (%),a) time series,0- to 2-year-olds,,saalekreis,code15088,49.0
2017,percentage (%),a) time series,0- to 2-year-olds,,saalekreis,code15088,49.2
2018,percentage (%),a) time series,0- to 2-year-olds,,saalekreis,code15088,49.5
2019,percentage (%),a) time series,0- to 2-year-olds,,saalekreis,code15088,52.2
2012,percentage (%),a) time series,0- to 2-year-olds,,salzlandkreis,code15089,34.3
2013,percentage (%),a) time series,0- to 2-year-olds,,salzlandkreis,code15089,36.3
2014,percentage (%),a) time series,0- to 2-year-olds,,salzlandkreis,code15089,42.8
2015,percentage (%),a) time series,0- to 2-year-olds,,salzlandkreis,code15089,43.9
2016,percentage (%),a) time series,0- to 2-year-olds,,salzlandkreis,code15089,44.5
2017,percentage (%),a) time series,0- to 2-year-olds,,salzlandkreis,code15089,45.0
2018,percentage (%),a) time series,0- to 2-year-olds,,salzlandkreis,code15089,46.6
2019,percentage (%),a) time series,0- to 2-year-olds,,salzlandkreis,code15089,47.8
2012,percentage (%),a) time series,0- to 2-year-olds,,stendal,code15090,32.9
2013,percentage (%),a) time series,0- to 2-year-olds,,stendal,code15090,36.5
2014,percentage (%),a) time series,0- to 2-year-olds,,stendal,code15090,42.6
2015,percentage (%),a) time series,0- to 2-year-olds,,stendal,code15090,40.6
2016,percentage (%),a) time series,0- to 2-year-olds,,stendal,code15090,42.9
2017,percentage (%),a) time series,0- to 2-year-olds,,stendal,code15090,44.4
2018,percentage (%),a) time series,0- to 2-year-olds,,stendal,code15090,45.9
2019,percentage (%),a) time series,0- to 2-year-olds,,stendal,code15090,47.0
2012,percentage (%),a) time series,0- to 2-year-olds,,wittenberg,code15091,37.9
2013,percentage (%),a) time series,0- to 2-year-olds,,wittenberg,code15091,39.7
2014,percentage (%),a) time series,0- to 2-year-olds,,wittenberg,code15091,51.1
2015,percentage (%),a) time series,0- to 2-year-olds,,wittenberg,code15091,50.6
2016,percentage (%),a) time series,0- to 2-year-olds,,wittenberg,code15091,50.6
2017,percentage (%),a) time series,0- to 2-year-olds,,wittenberg,code15091,51.6
2018,percentage (%),a) time series,0- to 2-year-olds,,wittenberg,code15091,51.6
2019,percentage (%),a) time series,0- to 2-year-olds,,wittenberg,code15091,53.1
2012,percentage (%),a) time series,0- to 2-year-olds,,"flensburg, stadt",code01001,10.7
2013,percentage (%),a) time series,0- to 2-year-olds,,"flensburg, stadt",code01001,10.6
2014,percentage (%),a) time series,0- to 2-year-olds,,"flensburg, stadt",code01001,12.7
2015,percentage (%),a) time series,0- to 2-year-olds,,"flensburg, stadt",code01001,15.5
2016,percentage (%),a) time series,0- to 2-year-olds,,"flensburg, stadt",code01001,14.9
2017,percentage (%),a) time series,0- to 2-year-olds,,"flensburg, stadt",code01001,16.5
2018,percentage (%),a) time series,0- to 2-year-olds,,"flensburg, stadt",code01001,17.4
2019,percentage (%),a) time series,0- to 2-year-olds,,"flensburg, stadt",code01001,18.9
2012,percentage (%),a) time series,0- to 2-year-olds,,"kiel, stadt",code01002,21.3
2013,percentage (%),a) time series,0- to 2-year-olds,,"kiel, stadt",code01002,23.6
2014,percentage (%),a) time series,0- to 2-year-olds,,"kiel, stadt",code01002,28.1
2015,percentage (%),a) time series,0- to 2-year-olds,,"kiel, stadt",code01002,28.7
2016,percentage (%),a) time series,0- to 2-year-olds,,"kiel, stadt",code01002,30.2
2017,percentage (%),a) time series,0- to 2-year-olds,,"kiel, stadt",code01002,30.5
2018,percentage (%),a) time series,0- to 2-year-olds,,"kiel, stadt",code01002,31.5
2019,percentage (%),a) time series,0- to 2-year-olds,,"kiel, stadt",code01002,31.0
2012,percentage (%),a) time series,0- to 2-year-olds,,"lübeck, stadt",code01003,14.0
2013,percentage (%),a) time series,0- to 2-year-olds,,"lübeck, stadt",code01003,16.5
2014,percentage (%),a) time series,0- to 2-year-olds,,"lübeck, stadt",code01003,18.5
2015,percentage (%),a) time series,0- to 2-year-olds,,"lübeck, stadt",code01003,23.5
2016,percentage (%),a) time series,0- to 2-year-olds,,"lübeck, stadt",code01003,23.7
2017,percentage (%),a) time series,0- to 2-year-olds,,"lübeck, stadt",code01003,22.6
2018,percentage (%),a) time series,0- to 2-year-olds,,"lübeck, stadt",code01003,24.1
2019,percentage (%),a) time series,0- to 2-year-olds,,"lübeck, stadt",code01003,24.9
2012,percentage (%),a) time series,0- to 2-year-olds,,"neumünster, stadt",code01004,7.6
2013,percentage (%),a) time series,0- to 2-year-olds,,"neumünster, stadt",code01004,9.3
2014,percentage (%),a) time series,0- to 2-year-olds,,"neumünster, stadt",code01004,13.8
2015,percentage (%),a) time series,0- to 2-year-olds,,"neumünster, stadt",code01004,14.9
2016,percentage (%),a) time series,0- to 2-year-olds,,"neumünster, stadt",code01004,13.9
2017,percentage (%),a) time series,0- to 2-year-olds,,"neumünster, stadt",code01004,13.3
2018,percentage (%),a) time series,0- to 2-year-olds,,"neumünster, stadt",code01004,13.5
2019,percentage (%),a) time series,0- to 2-year-olds,,"neumünster, stadt",code01004,15.3
2012,percentage (%),a) time series,0- to 2-year-olds,,dithmarschen,code01051,1.2
2013,percentage (%),a) time series,0- to 2-year-olds,,dithmarschen,code01051,1.6
2014,percentage (%),a) time series,0- to 2-year-olds,,dithmarschen,code01051,2.3
2015,percentage (%),a) time series,0- to 2-year-olds,,dithmarschen,code01051,2.3
2016,percentage (%),a) time series,0- to 2-year-olds,,dithmarschen,code01051,2.6
2017,percentage (%),a) time series,0- to 2-year-olds,,dithmarschen,code01051,2.9
2018,percentage (%),a) time series,0- to 2-year-olds,,dithmarschen,code01051,2.6
2019,percentage (%),a) time series,0- to 2-year-olds,,dithmarschen,code01051,2.6
2012,percentage (%),a) time series,0- to 2-year-olds,,herzogtum lauenburg,code01053,12.4
2013,percentage (%),a) time series,0- to 2-year-olds,,herzogtum lauenburg,code01053,14.6
2014,percentage (%),a) time series,0- to 2-year-olds,,herzogtum lauenburg,code01053,17.3
2015,percentage (%),a) time series,0- to 2-year-olds,,herzogtum lauenburg,code01053,18.2
2016,percentage (%),a) time series,0- to 2-year-olds,,herzogtum lauenburg,code01053,18.7
2017,percentage (%),a) time series,0- to 2-year-olds,,herzogtum lauenburg,code01053,19.5
2018,percentage (%),a) time series,0- to 2-year-olds,,herzogtum lauenburg,code01053,21.0
2019,percentage (%),a) time series,0- to 2-year-olds,,herzogtum lauenburg,code01053,21.3
2012,percentage (%),a) time series,0- to 2-year-olds,,nordfriesland,code01054,4.4
2013,percentage (%),a) time series,0- to 2-year-olds,,nordfriesland,code01054,6.5
2014,percentage (%),a) time series,0- to 2-year-olds,,nordfriesland,code01054,8.1
2015,percentage (%),a) time series,0- to 2-year-olds,,nordfriesland,code01054,7.9
2016,percentage (%),a) time series,0- to 2-year-olds,,nordfriesland,code01054,9.0
2017,percentage (%),a) time series,0- to 2-year-olds,,nordfriesland,code01054,9.1
2018,percentage (%),a) time series,0- to 2-year-olds,,nordfriesland,code01054,10.3
2019,percentage (%),a) time series,0- to 2-year-olds,,nordfriesland,code01054,10.4
2012,percentage (%),a) time series,0- to 2-year-olds,,ostholstein,code01055,4.6
2013,percentage (%),a) time series,0- to 2-year-olds,,ostholstein,code01055,5.2
2014,percentage (%),a) time series,0- to 2-year-olds,,ostholstein,code01055,6.4
2015,percentage (%),a) time series,0- to 2-year-olds,,ostholstein,code01055,6.5
2016,percentage (%),a) time series,0- to 2-year-olds,,ostholstein,code01055,7.1
2017,percentage (%),a) time series,0- to 2-year-olds,,ostholstein,code01055,7.9
2018,percentage (%),a) time series,0- to 2-year-olds,,ostholstein,code01055,8.1
2019,percentage (%),a) time series,0- to 2-year-olds,,ostholstein,code01055,8.9
2012,percentage (%),a) time series,0- to 2-year-olds,,pinneberg,code01056,9.4
2013,percentage (%),a) time series,0- to 2-year-olds,,pinneberg,code01056,10.6
2014,percentage (%),a) time series,0- to 2-year-olds,,pinneberg,code01056,11.9
2015,percentage (%),a) time series,0- to 2-year-olds,,pinneberg,code01056,13.1
2016,percentage (%),a) time series,0- to 2-year-olds,,pinneberg,code01056,13.2
2017,percentage (%),a) time series,0- to 2-year-olds,,pinneberg,code01056,12.9
2018,percentage (%),a) time series,0- to 2-year-olds,,pinneberg,code01056,13.3
2019,percentage (%),a) time series,0- to 2-year-olds,,pinneberg,code01056,13.7
2012,percentage (%),a) time series,0- to 2-year-olds,,plön,code01057,5.7
2013,percentage (%),a) time series,0- to 2-year-olds,,plön,code01057,5.5
2014,percentage (%),a) time series,0- to 2-year-olds,,plön,code01057,7.8
2015,percentage (%),a) time series,0- to 2-year-olds,,plön,code01057,9.1
2016,percentage (%),a) time series,0- to 2-year-olds,,plön,code01057,8.6
2017,percentage (%),a) time series,0- to 2-year-olds,,plön,code01057,9.9
2018,percentage (%),a) time series,0- to 2-year-olds,,plön,code01057,10.9
2019,percentage (%),a) time series,0- to 2-year-olds,,plön,code01057,11.3
2012,percentage (%),a) time series,0- to 2-year-olds,,rendsburg-eckernförde,code01058,3.9
2013,percentage (%),a) time series,0- to 2-year-olds,,rendsburg-eckernförde,code01058,5.7
2014,percentage (%),a) time series,0- to 2-year-olds,,rendsburg-eckernförde,code01058,5.3
2015,percentage (%),a) time series,0- to 2-year-olds,,rendsburg-eckernförde,code01058,5.1
2016,percentage (%),a) time series,0- to 2-year-olds,,rendsburg-eckernförde,code01058,6.1
2017,percentage (%),a) time series,0- to 2-year-olds,,rendsburg-eckernförde,code01058,6.6
2018,percentage (%),a) time series,0- to 2-year-olds,,rendsburg-eckernförde,code01058,7.2
2019,percentage (%),a) time series,0- to 2-year-olds,,rendsburg-eckernförde,code01058,7.7
2012,percentage (%),a) time series,0- to 2-year-olds,,schleswig-flensburg,code01059,2.9
2013,percentage (%),a) time series,0- to 2-year-olds,,schleswig-flensburg,code01059,3.2
2014,percentage (%),a) time series,0- to 2-year-olds,,schleswig-flensburg,code01059,5.6
2015,percentage (%),a) time series,0- to 2-year-olds,,schleswig-flensburg,code01059,5.1
2016,percentage (%),a) time series,0- to 2-year-olds,,schleswig-flensburg,code01059,5.3
2017,percentage (%),a) time series,0- to 2-year-olds,,schleswig-flensburg,code01059,6.2
2018,percentage (%),a) time series,0- to 2-year-olds,,schleswig-flensburg,code01059,7.5
2019,percentage (%),a) time series,0- to 2-year-olds,,schleswig-flensburg,code01059,7.9
2012,percentage (%),a) time series,0- to 2-year-olds,,segeberg,code01060,10.4
2013,percentage (%),a) time series,0- to 2-year-olds,,segeberg,code01060,12.1
2014,percentage (%),a) time series,0- to 2-year-olds,,segeberg,code01060,14.4
2015,percentage (%),a) time series,0- to 2-year-olds,,segeberg,code01060,17.7
2016,percentage (%),a) time series,0- to 2-year-olds,,segeberg,code01060,14.8
2017,percentage (%),a) time series,0- to 2-year-olds,,segeberg,code01060,16.5
2018,percentage (%),a) time series,0- to 2-year-olds,,segeberg,code01060,17.5
2019,percentage (%),a) time series,0- to 2-year-olds,,segeberg,code01060,17.7
2012,percentage (%),a) time series,0- to 2-year-olds,,steinburg,code01061,3.1
2013,percentage (%),a) time series,0- to 2-year-olds,,steinburg,code01061,3.8
2014,percentage (%),a) time series,0- to 2-year-olds,,steinburg,code01061,3.7
2015,percentage (%),a) time series,0- to 2-year-olds,,steinburg,code01061,4.1
2016,percentage (%),a) time series,0- to 2-year-olds,,steinburg,code01061,4.7
2017,percentage (%),a) time series,0- to 2-year-olds,,steinburg,code01061,3.9
2018,percentage (%),a) time series,0- to 2-year-olds,,steinburg,code01061,4.9
2019,percentage (%),a) time series,0- to 2-year-olds,,steinburg,code01061,6.1
2012,percentage (%),a) time series,0- to 2-year-olds,,stormarn,code01062,10.6
2013,percentage (%),a) time series,0- to 2-year-olds,,stormarn,code01062,14.2
2014,percentage (%),a) time series,0- to 2-year-olds,,stormarn,code01062,14.7
2015,percentage (%),a) time series,0- to 2-year-olds,,stormarn,code01062,18.2
2016,percentage (%),a) time series,0- to 2-year-olds,,stormarn,code01062,18.6
2017,percentage (%),a) time series,0- to 2-year-olds,,stormarn,code01062,18.5
2018,percentage (%),a) time series,0- to 2-year-olds,,stormarn,code01062,19.8
2019,percentage (%),a) time series,0- to 2-year-olds,,stormarn,code01062,21.0
2012,percentage (%),a) time series,0- to 2-year-olds,,"erfurt, stadt",code16051,39.4
2013,percentage (%),a) time series,0- to 2-year-olds,,"erfurt, stadt",code16051,41.3
2014,percentage (%),a) time series,0- to 2-year-olds,,"erfurt, stadt",code16051,44.3
2015,percentage (%),a) time series,0- to 2-year-olds,,"erfurt, stadt",code16051,43.7
2016,percentage (%),a) time series,0- to 2-year-olds,,"erfurt, stadt",code16051,47.7
2017,percentage (%),a) time series,0- to 2-year-olds,,"erfurt, stadt",code16051,46.4
2018,percentage (%),a) time series,0- to 2-year-olds,,"erfurt, stadt",code16051,47.1
2019,percentage (%),a) time series,0- to 2-year-olds,,"erfurt, stadt",code16051,46.9
2012,percentage (%),a) time series,0- to 2-year-olds,,"gera, stadt",code16052,46.2
2013,percentage (%),a) time series,0- to 2-year-olds,,"gera, stadt",code16052,47.6
2014,percentage (%),a) time series,0- to 2-year-olds,,"gera, stadt",code16052,50.8
2015,percentage (%),a) time series,0- to 2-year-olds,,"gera, stadt",code16052,49.3
2016,percentage (%),a) time series,0- to 2-year-olds,,"gera, stadt",code16052,48.4
2017,percentage (%),a) time series,0- to 2-year-olds,,"gera, stadt",code16052,49.0
2018,percentage (%),a) time series,0- to 2-year-olds,,"gera, stadt",code16052,48.6
2019,percentage (%),a) time series,0- to 2-year-olds,,"gera, stadt",code16052,50.1
2012,percentage (%),a) time series,0- to 2-year-olds,,"jena, stadt",code16053,51.1
2013,percentage (%),a) time series,0- to 2-year-olds,,"jena, stadt",code16053,54.4
2014,percentage (%),a) time series,0- to 2-year-olds,,"jena, stadt",code16053,54.4
2015,percentage (%),a) time series,0- to 2-year-olds,,"jena, stadt",code16053,53.5
2016,percentage (%),a) time series,0- to 2-year-olds,,"jena, stadt",code16053,54.1
2017,percentage (%),a) time series,0- to 2-year-olds,,"jena, stadt",code16053,56.3
2018,percentage (%),a) time series,0- to 2-year-olds,,"jena, stadt",code16053,55.8
2019,percentage (%),a) time series,0- to 2-year-olds,,"jena, stadt",code16053,53.5
2012,percentage (%),a) time series,0- to 2-year-olds,,"suhl, stadt",code16054,44.8
2013,percentage (%),a) time series,0- to 2-year-olds,,"suhl, stadt",code16054,50.5
2014,percentage (%),a) time series,0- to 2-year-olds,,"suhl, stadt",code16054,47.0
2015,percentage (%),a) time series,0- to 2-year-olds,,"suhl, stadt",code16054,50.4
2016,percentage (%),a) time series,0- to 2-year-olds,,"suhl, stadt",code16054,41.4
2017,percentage (%),a) time series,0- to 2-year-olds,,"suhl, stadt",code16054,42.3
2018,percentage (%),a) time series,0- to 2-year-olds,,"suhl, stadt",code16054,49.2
2019,percentage (%),a) time series,0- to 2-year-olds,,"suhl, stadt",code16054,53.8
